2015	9	29	0	0	1.1243	1.12455	1.12416	1.12455		
2015	9	29	0	15	1.12455	1.12456	1.12419	1.12439		
2015	9	29	0	30	1.12441	1.12449	1.12404	1.12411		
2015	9	29	0	45	1.12411	1.12416	1.12394	1.124		
2015	9	29	1	0	1.12404	1.1241	1.12339	1.12362		
2015	9	29	1	15	1.12362	1.1238	1.12349	1.12365		
2015	9	29	1	30	1.12365	1.12395	1.12345	1.12345		
2015	9	29	1	45	1.12345	1.12356	1.12332	1.12335		
2015	9	29	2	0	1.12336	1.12358	1.1233	1.12355		
2015	9	29	2	15	1.12355	1.12356	1.12335	1.12335		
2015	9	29	2	30	1.12335	1.12336	1.12275	1.12276		
2015	9	29	2	45	1.12276	1.12301	1.1227	1.12286		
2015	9	29	3	0	1.12286	1.12558	1.12286	1.12508		
2015	9	29	3	15	1.12504	1.12522	1.12462	1.12462		
2015	9	29	3	30	1.12462	1.12516	1.12445	1.12466		
2015	9	29	3	45	1.12465	1.12465	1.12372	1.12427		
2015	9	29	4	0	1.12426	1.12538	1.12416	1.12505		
2015	9	29	4	15	1.12505	1.12567	1.12492	1.12525		
2015	9	29	4	30	1.12524	1.12628	1.12524	1.12586		
2015	9	29	4	45	1.12586	1.12599	1.12544	1.12554		
2015	9	29	5	0	1.12554	1.1258	1.12493	1.12527		
2015	9	29	5	15	1.12525	1.1255	1.12493	1.12494		
2015	9	29	5	30	1.12494	1.12547	1.12494	1.12513		
2015	9	29	5	45	1.12513	1.12553	1.12513	1.12546		
2015	9	29	6	0	1.12547	1.12556	1.12514	1.12515		
2015	9	29	6	15	1.12511	1.12536	1.12474	1.12494		
2015	9	29	6	30	1.12495	1.12548	1.12495	1.12524		
2015	9	29	6	45	1.12524	1.12575	1.12517	1.12547		
2015	9	29	7	0	1.12548	1.12568	1.12514	1.12557		
2015	9	29	7	15	1.12557	1.12629	1.12557	1.12614		
2015	9	29	7	30	1.12613	1.12641	1.12596	1.1264		
2015	9	29	7	45	1.1264	1.12642	1.12604	1.12614		
2015	9	29	8	0	1.12615	1.127	1.12615	1.12635		
2015	9	29	8	15	1.12635	1.12668	1.12601	1.12636		
2015	9	29	8	30	1.12638	1.12667	1.12605	1.12636		
2015	9	29	8	45	1.12636	1.12669	1.12604	1.12637		
2015	9	29	9	0	1.12636	1.12732	1.12613	1.12684		
2015	9	29	9	15	1.12695	1.12792	1.12664	1.12765		
2015	9	29	9	30	1.12759	1.12804	1.12674	1.12675		
2015	9	29	9	45	1.12672	1.12727	1.12665	1.12677		
2015	9	29	10	0	1.12676	1.12794	1.12604	1.12625		
2015	9	29	10	15	1.12624	1.12653	1.12463	1.12465		
2015	9	29	10	30	1.12466	1.12566	1.12421	1.12463		
2015	9	29	10	45	1.12465	1.12628	1.1241	1.12596		
2015	9	29	11	0	1.12602	1.1262	1.1251	1.12567		
2015	9	29	11	15	1.12561	1.12602	1.12355	1.12398		
2015	9	29	11	30	1.12399	1.12413	1.12225	1.1223		
2015	9	29	11	45	1.12235	1.12297	1.12185	1.12266		
2015	9	29	12	0	1.12273	1.12377	1.12186	1.12377		
2015	9	29	12	15	1.12375	1.1243	1.12317	1.12358		
2015	9	29	12	30	1.12356	1.12399	1.12295	1.12366		
2015	9	29	12	45	1.1237	1.12425	1.1229	1.12367		
2015	9	29	13	0	1.12361	1.12369	1.12265	1.12298		
