,X value,Y value,Tijd,Z-value,Z-return,Z-return-%
144,2015-05-07 00:00:00+00:00,0.375,2015-05-07 09:00:00+00:00,1.3623,0.0035738748357522767,-0.5321882111135563
145,2015-05-07 00:00:00+00:00,0.42708333337213844,2015-05-07 10:15:00+00:00,1.35505,-0.005336093770012059,1.1910999594110785
146,2015-05-07 00:00:00+00:00,0.5,2015-05-07 12:00:00+00:00,1.37119,0.011840621932771795,-0.5068590056811975
147,2015-05-07 00:00:00+00:00,0.7916666666278616,2015-05-07 19:00:00+00:00,1.36424,-0.005081478930116261,0.19791239078169143
148,2015-05-11 00:00:00+00:00,0.40625,2015-05-11 09:45:00+00:00,1.36694,0.001977168022296965,-1.0731999941475092
149,2015-05-11 00:00:00+00:00,0.45833333337213844,2015-05-11 11:00:00+00:00,1.35227,-0.01079000322025222,1.636507502200003
150,2015-05-11 00:00:00+00:00,0.6875,2015-05-11 16:30:00+00:00,1.3744,0.01623261042328749,-0.0873108265424978
151,2015-05-15 00:00:00+00:00,0.41666666662786156,2015-05-15 10:00:00+00:00,1.3732,-0.0008734896464539931,1.3253713952810948
152,2015-05-15 00:00:00+00:00,0.7916666666278616,2015-05-15 19:00:00+00:00,1.3914,0.013166651906004079,-0.3068851516458241
153,2015-05-15 00:00:00+00:00,0.9895833333721384,2015-05-15 23:45:00+00:00,1.38713,-0.003073570097495818,0.3496427876262514
154,2015-05-19 00:00:00+00:00,0.7083333333721384,2015-05-19 17:00:00+00:00,1.39198,0.00349032958300993,-0.9245822497449631
155,2015-05-27 00:00:00+00:00,0.7395833333721384,2015-05-27 17:45:00+00:00,1.37911,-0.009288830415258426,0.16314869734827991
156,2015-06-04 00:00:00+00:00,0.47916666662786156,2015-06-04 11:30:00+00:00,1.38136,0.0016301575443782466,-0.28305438118954207
157,2015-06-04 00:00:00+00:00,0.84375,2015-06-04 20:15:00+00:00,1.37745,-0.0028345573765338125,0.3680714363497701
158,2015-06-08 00:00:00+00:00,0.44791666662786156,2015-06-08 10:45:00+00:00,1.38252,0.003673957110321444,-0.4296502039753535
159,2015-06-08 00:00:00+00:00,0.9895833333721384,2015-06-08 23:45:00+00:00,1.37658,-0.0043057585278370916,0.8666405148992428
160,2015-06-12 00:00:00+00:00,0.4375,2015-06-12 10:30:00+00:00,1.38851,0.008629067427359027,-0.6604201626203557
161,2015-06-12 00:00:00+00:00,0.75,2015-06-12 18:00:00+00:00,1.37934,-0.006626105859006776,1.3216465845984289
162,2015-06-16 00:00:00+00:00,0.42708333337213844,2015-06-16 10:15:00+00:00,1.39757,0.01312989034178052,-3.3064533440185526
163,2015-06-24 00:00:00+00:00,0.53125,2015-06-24 12:45:00+00:00,1.35136,-0.03362352147467947,0.5860762491120167
164,2015-06-24 00:00:00+00:00,0.9895833333721384,2015-06-24 23:45:00+00:00,1.35928,0.005843655031924652,-0.381084103348829
165,2015-07-02 00:00:00+00:00,0.9895833333721384,2015-07-02 23:45:00+00:00,1.3541,-0.0038181207887248328,0.20677941067867317
166,2015-07-06 00:00:00+00:00,0.10416666662786156,2015-07-06 02:30:00+00:00,1.3569,0.0020656591631288096,-0.17466283440194438
167,2015-07-06 00:00:00+00:00,0.32291666662786156,2015-07-06 07:45:00+00:00,1.35453,-0.0017481554777879452,0.7212833971931265
168,2015-07-06 00:00:00+00:00,0.36458333337213844,2015-07-06 08:45:00+00:00,1.3643,0.007186945894709338,-1.8602946566004512
169,2015-07-10 00:00:00+00:00,0.05208333337213844,2015-07-10 01:15:00+00:00,1.33892,-0.01877815774168749,0.23377050159829227
170,2015-07-10 00:00:00+00:00,0.5833333333721384,2015-07-10 14:00:00+00:00,1.34205,0.00233497683457374,-3.9901643008829764
171,2015-07-14 00:00:00+00:00,0.6979166666278616,2015-07-14 16:45:00+00:00,1.2885,-0.04071954456929497,0.5704307334109404
172,2015-07-30 00:00:00+00:00,0.11458333337213844,2015-07-30 02:45:00+00:00,1.29585,0.00568809938058311,-0.3418605548481641
173,2015-08-03 00:00:00+00:00,0.59375,2015-08-03 14:15:00+00:00,1.29142,-0.003424462332261602,0.05730126527388169
174,2015-08-11 00:00:00+00:00,0.16666666662786156,2015-08-11 04:00:00+00:00,1.29216,0.0005728485436767453,-1.6329247152055395
175,2015-08-11 00:00:00+00:00,0.46875,2015-08-11 11:15:00+00:00,1.27106,-0.016464038685493492,0.40202665491793843
176,2015-08-19 00:00:00+00:00,0.8854166666278616,2015-08-19 21:15:00+00:00,1.27617,0.004012206871762299,-1.9331280315318469
177,2015-08-27 00:00:00+00:00,0.47916666662786156,2015-08-27 11:30:00+00:00,1.2515,-0.01952057299885795,0.9380743108269964
178,2015-08-27 00:00:00+00:00,0.78125,2015-08-27 18:45:00+00:00,1.26324,0.009337017179404742,-0.06016275608751084
179,2015-08-31 00:00:00+00:00,0.39583333337213844,2015-08-31 09:30:00+00:00,1.26248,-0.0006018086113564014,0.4087193460490505
180,2015-08-31 00:00:00+00:00,0.9895833333721384,2015-08-31 23:45:00+00:00,1.26764,0.004078863574821028,-0.027610362563509547
181,2015-09-08 00:00:00+00:00,0.39583333337213844,2015-09-08 09:30:00+00:00,1.26729,-0.00027614174925871316,1.1883625689463402
182,2015-09-16 00:00:00+00:00,0.40625,2015-09-16 09:45:00+00:00,1.28235,0.011813569874912834,-0.32362459546926325
183,2015-09-16 00:00:00+00:00,0.9895833333721384,2015-09-16 23:45:00+00:00,1.2782,-0.003241493924171067,0.42794554842748284
184,2015-09-24 00:00:00+00:00,0.7604166666278616,2015-09-24 18:15:00+00:00,1.28367,0.004270324655368998,-1.6850125032134455
185,2015-09-28 00:00:00+00:00,0.9895833333721384,2015-09-28 23:45:00+00:00,1.26204,-0.016993703551612935,0.37558239041551505
186,2015-10-02 00:00:00+00:00,0.71875,2015-10-02 17:15:00+00:00,1.26678,0.003748788408109166,-0.17682628396406794
187,2015-10-14 00:00:00+00:00,0.9895833333721384,2015-10-14 23:45:00+00:00,1.26454,-0.0017698280617973372,0.4040995144479374
188,2015-10-30 00:00:00+00:00,0.6666666666278616,2015-10-30 16:00:00+00:00,1.26965,0.004032852253151963,-1.135746071752048
189,2015-11-19 00:00:00+00:00,0.6770833333721384,2015-11-19 16:15:00+00:00,1.25523,-0.011422449212578921,0.1593333492666684
190,2015-11-23 00:00:00+00:00,0.6979166666278616,2015-11-23 16:45:00+00:00,1.25723,0.0015920654835862144,-0.6347287290312909
191,2015-12-01 00:00:00+00:00,0.7291666666278616,2015-12-01 17:30:00+00:00,1.24925,-0.006367516966094213,0.25055033019812506
192,2015-12-09 00:00:00+00:00,0.9895833333721384,2015-12-09 23:45:00+00:00,1.25238,0.002502369761555613,-0.040722464427730434
193,2015-12-17 00:00:00+00:00,0.6145833333721384,2015-12-17 14:45:00+00:00,1.25187,-0.00040730758274994854,0.4153785936239283
194,2015-12-21 00:00:00+00:00,0.41666666662786156,2015-12-21 10:00:00+00:00,1.25707,0.004145182782980217,-1.0635843668212497
195,2015-12-29 00:00:00+00:00,0.6145833333721384,2015-12-29 14:45:00+00:00,1.2437,-0.010692808526404965,1.021950631181153
196,2016-01-06 00:00:00+00:00,0.36458333337213844,2016-01-06 08:45:00+00:00,1.25641,0.010167640221768453,-1.459714583615223
197,2016-01-06 00:00:00+00:00,0.875,2016-01-06 21:00:00+00:00,1.23807,-0.014704732424421392,0.5540882179521424
198,2016-01-14 00:00:00+00:00,0.59375,2016-01-14 14:15:00+00:00,1.24493,0.00552558796148847,0.016065160290135026
199,2016-01-18 00:00:00+00:00,0.36458333337213844,2016-01-18 08:45:00+00:00,1.24513,0.0001606386998145101,-0.5180181989029311
200,2016-01-22 00:00:00+00:00,0.75,2016-01-22 18:00:00+00:00,1.23868,-0.005193645648012119,-0.7960086543740095
201,2016-02-03 00:00:00+00:00,0.75,2016-02-03 18:00:00+00:00,1.22882,-0.007991937167712166,0.20588857603228472
202,2016-02-03 00:00:00+00:00,0.8645833333721384,2016-02-03 20:45:00+00:00,1.23135,0.0020567691597636498,-0.09420554675762781
